date,period,long_ret,short_ret,raw_return,net_return
1992-12-16,1,-0.0041058,0.0189146,-0.0230204,-0.025020399999999998
1992-12-17,1,0.030044500000000002,0.00017360000000000015,0.029870900000000002,0.027870900000000004
1992-12-18,1,-0.008099400000000001,-0.007687600000000001,-0.00041180000000000036,-0.0024118000000000004
1992-12-21,1,0.0160437,-0.0080091,0.0240528,0.022052799999999997
1992-12-22,1,0.0428274,0.005174,0.037653400000000004,0.0356534
1992-12-23,1,0.00019419999999999992,0.0070442000000000005,-0.00685,-0.00885
1992-12-24,1,0.008665699999999998,-0.0018721999999999996,0.010537899999999998,0.008537899999999998
1992-12-28,1,0.007464900000000001,0.0021818999999999996,0.005283000000000001,0.003283000000000001
1992-12-29,1,0.0201587,0.0028627999999999995,0.017295900000000003,0.015295900000000003
1992-12-30,1,0.010291699999999999,-0.0020731,0.012364799999999999,0.010364799999999999
1992-12-31,1,0.0071071,-0.023787999999999997,0.030895099999999995,0.028895099999999993
1993-01-04,1,0.0045541,-0.0058628,0.0104169,0.0084169
1993-01-05,1,-0.0028313,0.011124900000000002,-0.013956200000000002,-0.015956200000000004
1993-01-06,1,-0.0063307,0.0086976,-0.0150283,-0.0170283
1993-01-07,1,0.0006433999999999999,-0.011575700000000001,0.012219100000000002,0.010219100000000002
1993-01-08,1,0.01117,0.004477899999999999,0.0066921,0.0046921
1993-01-11,1,0.004510699999999999,0.0062775999999999995,-0.0017669,-0.0037669
1993-01-12,1,-0.0010972999999999998,0.0036483000000000015,-0.004745600000000001,-0.006745600000000001
1993-01-13,1,0.024711200000000003,-0.002454000000000001,0.027165200000000004,0.025165200000000006
1993-01-14,1,0.0025866,0.0033304000000000007,-0.0007438000000000006,-0.0027438000000000007
1993-01-15,1,0.002476500000000001,0.0084364,-0.005959899999999999,-0.007959899999999999
1993-01-18,1,-0.008982100000000002,-0.00037949999999999995,-0.008602600000000002,-0.010602600000000002
1993-01-19,1,0.0154078,-0.004856299999999999,0.0202641,0.0182641
1993-01-20,1,-0.0023418999999999996,-0.006253,0.003911100000000001,0.0019111000000000006
1993-01-21,1,0.0081644,0.008820000000000001,-0.000655600000000001,-0.002655600000000001
1993-01-22,1,0.021428700000000002,0.0126214,0.008807300000000002,0.006807300000000002
1993-01-25,1,3.0000000000000167e-05,-0.016579,0.016609,0.014608999999999999
1993-01-26,1,-0.007679,-0.006442700000000001,-0.0012362999999999992,-0.0032362999999999992
1993-01-27,1,-0.0107345,0.0006654000000000002,-0.0113999,-0.0133999
1993-01-28,1,0.00901,-0.0057363,0.0147463,0.0127463
1993-01-29,1,0.025743500000000002,0.0035757999999999996,0.022167700000000002,0.020167700000000004
1993-02-01,1,0.010094700000000002,-0.0014179000000000008,0.011512600000000003,0.009512600000000003
1993-02-02,1,0.0173113,0.026444100000000005,-0.009132800000000003,-0.011132800000000003
1993-02-03,1,0.0015334,-0.0009159000000000004,0.0024493000000000006,0.00044930000000000057
1993-02-04,1,-0.007660299999999999,-0.0091966,0.0015363,-0.00046370000000000005
1993-02-05,1,0.002724700000000001,-0.0134468,0.016171500000000002,0.014171500000000002
1993-02-08,1,-0.0036745,-0.0160788,0.0124043,0.0104043
1993-02-09,1,0.0186575,0.0074621999999999996,0.011195300000000002,0.009195300000000002
1993-02-10,1,0.014271299999999997,-0.0127022,0.026973499999999997,0.024973499999999996
1993-02-11,1,0.007419300000000001,-0.0159194,0.0233387,0.021338700000000002
1993-02-12,1,-0.027355799999999996,-0.050477799999999996,0.023122,0.021122000000000002
1993-02-16,1,0.0015007000000000006,-0.0014853000000000008,0.0029860000000000017,0.0009860000000000016
1993-02-17,1,0.007253100000000001,-0.001157,0.0084101,0.0064101
1993-02-18,1,0.0012802999999999994,0.0132275,-0.0119472,-0.0139472
1993-02-19,1,-0.0105975,-0.0062272000000000004,-0.004370299999999999,-0.006370299999999999
1993-02-22,1,0.009002600000000003,-0.0157377,0.024740300000000003,0.022740300000000005
1993-02-23,1,0.030364400000000003,0.0026857000000000005,0.027678700000000004,0.025678700000000006
1993-02-24,1,0.0134689,-0.0026036,0.0160725,0.0140725
1993-02-25,1,4.359999999999989e-05,0.0018010999999999993,-0.0017574999999999993,-0.0037574999999999996
1993-02-26,1,0.0082552,-0.015104200000000002,0.023359400000000002,0.0213594
1993-03-01,1,0.0242039,-1.8500000000000114e-05,0.0242224,0.022222400000000003
1993-03-02,1,0.0141937,0.0080134,0.0061803,0.0041803
1993-03-03,1,-0.0032158,-0.005237400000000001,0.0020216000000000014,2.1600000000001392e-05
1993-03-04,1,0.00037160000000000003,-0.018588399999999998,0.018959999999999998,0.016959999999999996
1993-03-05,1,0.017354200000000004,-0.0009361000000000001,0.018290300000000002,0.0162903
1993-03-08,1,0.012152900000000001,-0.006199900000000001,0.018352800000000002,0.0163528
1993-03-09,1,0.00025859999999999946,-0.006455200000000001,0.006713800000000001,0.004713800000000001
1993-03-10,1,-0.011234699999999999,-0.0096608,-0.0015738999999999979,-0.003573899999999998
1993-03-11,1,-0.012037299999999999,0.001854699999999998,-0.013891999999999996,-0.015891999999999996
1993-03-12,1,0.0245772,0.0098827,0.014694500000000001,0.012694500000000001
1993-03-15,1,0.012491100000000002,-0.008812799999999999,0.0213039,0.0193039
1993-03-16,1,-0.0179416,-0.0200165,0.002074900000000001,7.490000000000101e-05
1993-03-17,1,-0.0016525000000000005,0.009351599999999998,-0.0110041,-0.0130041
1993-03-18,1,-0.0033285000000000007,-0.006520200000000001,0.0031917000000000004,0.0011917000000000004
1993-03-19,1,0.0010790000000000007,-0.0087894,0.0098684,0.0078684
1993-03-22,1,-0.004315299999999999,-0.0119688,0.007653500000000001,0.0056535000000000005
1993-03-23,1,0.0056254,-0.004871600000000001,0.010497000000000001,0.008497000000000001
1993-03-24,1,0.0340579,0.012805,0.0212529,0.019252900000000003
1993-03-25,1,0.008714200000000002,-0.0050337,0.013747900000000002,0.011747900000000002
1993-03-26,1,-0.004338799999999999,3.750000000000073e-05,-0.0043763000000000005,-0.0063763000000000005
1993-03-29,1,0.031091199999999996,-0.008713,0.0398042,0.037804199999999996
1993-03-30,1,0.0062927,0.007172300000000001,-0.0008796000000000012,-0.0028796000000000013
1993-03-31,1,0.013755399999999997,0.0056654,0.008089999999999996,0.0060899999999999965
1993-04-01,1,-0.0440854,-0.0156084,-0.028476999999999995,-0.030476999999999997
1993-04-02,1,0.0125654,-0.0102696,0.022835,0.020835
1993-04-05,1,-0.0087933,0.0005386999999999999,-0.009332,-0.011332
1993-04-06,1,0.025028900000000003,-0.0036457000000000004,0.028674600000000005,0.026674600000000007
1993-04-07,1,0.0036979000000000005,-0.019832299999999997,0.023530199999999998,0.0215302
1993-04-08,1,0.0172975,0.012354399999999998,0.004943100000000002,0.0029431000000000023
1993-04-12,1,-0.0005501999999999992,0.001107900000000002,-0.0016581000000000011,-0.003658100000000001
1993-04-13,1,0.0204869,-0.003981500000000001,0.0244684,0.0224684
1993-04-14,1,0.0016402000000000018,-0.0107288,0.012369000000000002,0.010369000000000001
1993-04-15,1,0.011225899999999997,-0.010724000000000001,0.021949899999999998,0.0199499
1993-04-16,1,-0.0007637000000000002,-0.0111129,0.0103492,0.0083492
1993-04-19,1,-0.0049931,-0.013490499999999999,0.008497399999999999,0.006497399999999999
1993-04-20,1,-0.0020318999999999992,0.0032259000000000003,-0.0052578,-0.0072578
1993-04-21,1,-0.0079156,-0.0097585,0.0018428999999999997,-0.0001571000000000003
1993-04-22,1,-0.0110299,-0.014524900000000002,0.0034950000000000016,0.0014950000000000015
1993-04-23,1,-0.007671,-0.005451699999999999,-0.0022193000000000004,-0.0042193000000000005
1993-04-26,1,0.018362800000000002,0.0028355999999999998,0.015527200000000001,0.013527200000000001
1993-04-27,1,0.011585600000000001,0.005057399999999999,0.006528200000000002,0.004528200000000002
1993-04-28,1,0.0181847,-0.0196023,0.037787,0.035787
1993-04-29,1,0.015739200000000002,9.849999999999998e-05,0.0156407,0.0136407
1993-04-30,1,0.006348500000000002,-0.0027091000000000003,0.009057600000000002,0.007057600000000002
1993-05-03,1,0.0006517999999999993,-0.0008535999999999998,0.0015053999999999992,-0.0004946000000000009
1993-05-04,1,0.011822299999999999,-0.0086994,0.020521699999999997,0.018521699999999995
1993-05-05,1,-0.008888299999999998,-0.0084213,-0.00046699999999999867,-0.0024669999999999987
1993-05-06,1,0.004396000000000001,0.0124102,-0.008014199999999999,-0.0100142
1993-05-07,1,0.0031616000000000005,0.0154204,-0.0122588,-0.0142588
1993-05-10,1,-0.0012688,0.0142521,-0.0155209,-0.0175209
1993-05-11,1,0.025656099999999998,0.0095032,0.016152899999999998,0.014152899999999998
1993-05-12,1,-0.0050571999999999995,-0.0049056,-0.00015159999999999913,-0.002151599999999999
1993-05-13,1,0.0077405999999999985,-0.00011649999999999993,0.007857099999999999,0.005857099999999999
1993-05-14,1,-0.0070807000000000005,-0.0158178,0.0087371,0.006737099999999999
1993-05-17,1,0.009945400000000002,0.012218000000000001,-0.0022725999999999996,-0.0042726
1993-05-18,1,0.007462200000000002,-0.012699199999999999,0.020161400000000003,0.0181614
1993-05-19,1,0.014104599999999998,0.004085000000000001,0.010019599999999997,0.008019599999999997
1993-05-20,1,-0.0028896,-0.014376899999999998,0.011487299999999999,0.009487299999999999
1993-05-21,1,0.0171532,0.022927499999999996,-0.005774299999999996,-0.007774299999999996
1993-05-24,1,0.0012407000000000004,5.809999999999843e-05,0.001182600000000002,-0.0008173999999999981
1993-05-25,1,0.0093002,0.0239113,-0.0146111,-0.0166111
1993-05-26,1,0.0086035,-0.0037762000000000013,0.0123797,0.0103797
1993-05-27,1,-0.004549900000000001,-0.028018699999999997,0.023468799999999998,0.021468799999999996
1993-05-28,1,0.0087695,0.011224099999999997,-0.0024545999999999978,-0.004454599999999998
1993-06-01,1,0.010354499999999999,0.0085568,0.0017976999999999993,-0.00020230000000000074
1993-06-02,1,0.0043421,0.0064596,-0.0021175000000000005,-0.0041175000000000005
1993-06-03,1,-0.007565999999999999,0.0043673,-0.011933299999999999,-0.0139333
1993-06-04,1,-0.006726600000000001,-0.018154999999999998,0.011428399999999997,0.009428399999999997
1993-06-07,1,-0.0119026,-0.019549,0.007646400000000001,0.005646400000000001
1993-06-08,1,0.006038,-0.0026079,0.0086459,0.0066459
1993-06-09,1,-0.015215699999999999,-0.00944,-0.005775699999999998,-0.007775699999999998
